fam,pid,addr,size,lvl,id,lbl,def,unit,min_max,descr,fmt,rw,opt
sys,0.1.20,6308,2,ViewOnly,16,Total active power,0,W,-,Total active power measured.,float,R,-
sys,0.1.20,6310,2,ViewOnly,20,Total apparent power,0,VA,-,Total apparent power measured.,float,R,-
sys,0.1.20,6312,2,ViewOnly,24,Angle L2 relative to L1,0,degree,-,Angle L2 relative to L1 measured.,float,R,-
sys,0.1.20,6314,2,ViewOnly,25,Angle L3 relative to L1,0,degree,-,Angle L3 relative to L1 measured.,float,R,-
sys,0.1.20,6316,2,ViewOnly,26,Day consumed energy,0,Wh,-,Consumed energy of the current day.,float,R,-
sys,0.1.20,6318,2,ViewOnly,27,Previous day consumed energy,0,Wh,-,Consumed energy of the previous day.,float,R,-
sys,0.1.20,6320,4,ViewOnly,28,Resetable consumed energy,0,Wh,-,Resetable consumed energy.,float64,R/W,-
sys,0.1.20,6324,4,ViewOnly,29,Total consumed energy,0,Wh,-,Total consumed energy.,float64,R,-
sys,0.1.20,6328,2,ViewOnly,30,Day produced energy,0,Wh,-,Produced energy of the current day.,float,R,-
sys,0.1.20,6330,2,ViewOnly,31,Previous day produced energy,0,Wh,-,Produced energy of the previous day.,float,R,-
sys,0.1.20,6332,4,ViewOnly,32,Resetable produced energy,0,Wh,-,Resetable produced energy.,float64,R/W,-
sys,0.1.20,6336,4,ViewOnly,33,Total produced energy,0,Wh,-,Total produced energy.,float64,R,-
sys,0.1.20,6340,2,ViewOnly,34,Day runtime,0,h,-,Day runtime measured.,float,R,-
sys,0.1.20,6342,2,ViewOnly,35,Total runtime,0,h,-,Total runtime measured.,float,R,-
sys,0.1.20,6344,2,ViewOnly,36,Day peak power,0,VA,-,Peak power of the current day.,float,R,-
sys,0.1.20,6346,2,ViewOnly,37,Previous day peak power,0,VA,-,Peak power of the previous day.,float,R,-
sys,0.1.20,6348,2,ViewOnly,38,Day minimum active power,0,W,-,Minimum active power of the current day.,float,R,-
sys,0.1.20,6350,2,ViewOnly,39,Previous day minimum active power,0,W,-,Minimum active power of the previous day.,float,R,-
sys,0.1.20,6352,2,ViewOnly,40,Day maximum active power,0,W,-,Maximum active power of the current day.,float,R,-
sys,0.1.20,6354,2,ViewOnly,41,Previous day maximum active power,0,W,-,Maximum active power of the previous day.,float,R,-
sys,0.1.20,6356,2,ViewOnly,42,Produced active power,0,W,-,Produced active power measured.,float,R,-
sys,0.1.20,6358,2,ViewOnly,44,Consumed active power,0,W,-,Consumed active power measured.,float,R,-
,,,,,,,,,,,,,
sys,0.1.21,6600,2,ViewOnly,0,Phase voltage,0,V,-,Phase voltage RMS measured.,float,R,-
sys,0.1.21,6602,2,ViewOnly,4,Current,0,A,-,Current RMS measured.,float,R,-
sys,0.1.21,6604,2,ViewOnly,8,Active power,0,W,-,Active power measured.,float,R,-
sys,0.1.21,6606,2,ViewOnly,12,Reactive power,0,VAR,-,Reactive power measured.,float,R,-
sys,0.1.21,6608,2,ViewOnly,16,Apparent power,0,VA,-,Apparent power measured.,float,R,-
sys,0.1.21,6610,2,ViewOnly,20,Power factor,0,,-,Power factor measured.,float,R,-
sys,0.1.21,6612,2,ViewOnly,24,Day peak power,0,VA,-,Peak power of the current day.,float,R,-
sys,0.1.21,6614,2,ViewOnly,25,Previous day peak power,0,VA,-,Peak power of the previous day.,float,R,-
sys,0.1.21,6616,2,ViewOnly,26,Day minimum active power,0,W,-,Minimum active power of the current day.,float,R,-
sys,0.1.21,6618,2,ViewOnly,27,Previous day minimum active power,0,W,-,Minimum active power of the previous day.,float,R,-
sys,0.1.21,6620,2,ViewOnly,28,Day maximum active power,0,W,-,Maximum active power of the current day.,float,R,-
sys,0.1.21,6622,2,ViewOnly,29,Previous day maximum active power,0,W,-,Maximum active power of the previous day.,float,R,-
sys,0.1.21,6628,2,ViewOnly,32,Day consumed energy,0,Wh,-,Consumed energy of the current day.,float,R,-
sys,0.1.21,6630,2,ViewOnly,33,Previous day consumed energy,0,Wh,-,Consumed energy of the previous day.,float,R,-
sys,0.1.21,6632,4,ViewOnly,34,Resetable consumed energy,0,Wh,-,Resetable consumed energy.,float64,R/W,-
sys,0.1.21,6636,4,ViewOnly,35,Total consumed energy,0,Wh,-,Total consumed energy.,float64,R,-
sys,0.1.21,6640,2,ViewOnly,36,Day produced energy,0,Wh,-,Produced energy of the current day.,float,R,-
sys,0.1.21,6642,2,ViewOnly,37,Previous day produced energy,0,Wh,-,Produced energy of the previous day.,float,R,-
sys,0.1.21,6644,4,ViewOnly,38,Resetable produced energy,0,Wh,-,Resetable produced energy.,float64,R/W,-
sys,0.1.21,6648,4,ViewOnly,39,Total produced energy,0,Wh,-,Total produced energy.,float64,R,-
,,,,,,,,,,,,,
sys,0.1.22,6900,2,ViewOnly,0,Phase voltage,0,V,-,Phase voltage RMS measured.,float,R,-
sys,0.1.22,6902,2,ViewOnly,4,Current,0,A,-,Current RMS measured.,float,R,-
sys,0.1.22,6904,2,ViewOnly,8,Active power,0,W,-,Active power measured.,float,R,-
sys,0.1.22,6906,2,ViewOnly,12,Reactive power,0,VAR,-,Reactive power measured.,float,R,-
sys,0.1.22,6908,2,ViewOnly,16,Apparent power,0,VA,-,Apparent power measured.,float,R,-
sys,0.1.22,6910,2,ViewOnly,20,Power factor,0,,-,Power factor measured.,float,R,-
sys,0.1.22,6912,2,ViewOnly,24,Day peak power,0,VA,-,Peak power of the current day.,float,R,-
sys,0.1.22,6914,2,ViewOnly,25,Previous day peak power,0,VA,-,Peak power of the previous day.,float,R,-
sys,0.1.22,6916,2,ViewOnly,26,Day minimum active power,0,W,-,Minimum active power of the current day.,float,R,-
sys,0.1.22,6918,2,ViewOnly,27,Previous day minimum active power,0,W,-,Minimum active power of the previous day.,float,R,-
sys,0.1.22,6920,2,ViewOnly,28,Day maximum active power,0,W,-,Maximum active power of the current day.,float,R,-
sys,0.1.22,6922,2,ViewOnly,29,Previous day maximum active power,0,W,-,Maximum active power of the previous day.,float,R,-
sys,0.1.22,6928,2,ViewOnly,32,Day consumed energy,0,Wh,-,Consumed energy of the current day.,float,R,-
sys,0.1.22,6930,2,ViewOnly,33,Previous day consumed energy,0,Wh,-,Consumed energy of the previous day.,float,R,-
sys,0.1.22,6932,4,ViewOnly,34,Resetable consumed energy,0,Wh,-,Resetable consumed energy.,float64,R/W,-
sys,0.1.22,6936,4,ViewOnly,35,Total consumed energy,0,Wh,-,Total consumed energy.,float64,R,-
sys,0.1.22,6940,2,ViewOnly,36,Day produced energy,0,Wh,-,Produced energy of the current day.,float,R,-
sys,0.1.22,6942,2,ViewOnly,37,Previous day produced energy,0,Wh,-,Produced energy of the previous day.,float,R,-
sys,0.1.22,6944,4,ViewOnly,38,Resetable produced energy,0,Wh,-,Resetable produced energy.,float64,R/W,-
sys,0.1.22,6948,4,ViewOnly,39,Total produced energy,0,Wh,-,Total produced energy.,float64,R,-
,,,,,,,,,,,,,
sys,0.1.23,7200,2,ViewOnly,0,Phase voltage,0,V,-,Phase voltage RMS measured.,float,R,-
sys,0.1.23,7202,2,ViewOnly,4,Current,0,A,-,Current RMS measured.,float,R,-
sys,0.1.23,7204,2,ViewOnly,8,Active power,0,W,-,Active power measured.,float,R,-
sys,0.1.23,7206,2,ViewOnly,12,Reactive power,0,VAR,-,Reactive power measured.,float,R,-
sys,0.1.23,7208,2,ViewOnly,16,Apparent power,0,VA,-,Apparent power measured.,float,R,-
sys,0.1.23,7210,2,ViewOnly,20,Power factor,0,,-,Power factor measured.,float,R,-
sys,0.1.23,7212,2,ViewOnly,24,Day peak power,0,VA,-,Peak power of the current day.,float,R,-
sys,0.1.23,7214,2,ViewOnly,25,Previous day peak power,0,VA,-,Peak power of the previous day.,float,R,-
sys,0.1.23,7216,2,ViewOnly,26,Day minimum active power,0,W,-,Minimum active power of the current day.,float,R,-
sys,0.1.23,7218,2,ViewOnly,27,Previous day minimum active power,0,W,-,Minimum active power of the previous day.,float,R,-
sys,0.1.23,7220,2,ViewOnly,28,Day maximum active power,0,W,-,Maximum active power of the current day.,float,R,-
sys,0.1.23,7222,2,ViewOnly,29,Previous day maximum active power,0,W,-,Maximum active power of the previous day.,float,R,-
sys,0.1.23,7228,2,ViewOnly,32,Day consumed energy,0,Wh,-,Consumed energy of the current day.,float,R,-
sys,0.1.23,7230,2,ViewOnly,33,Previous day consumed energy,0,Wh,-,Consumed energy of the previous day.,float,R,-
sys,0.1.23,7232,4,ViewOnly,34,Resetable consumed energy,0,Wh,-,Resetable consumed energy.,float64,R/W,-
sys,0.1.23,7236,4,ViewOnly,35,Total consumed energy,0,Wh,-,Total consumed energy.,float64,R,-
sys,0.1.23,7240,2,ViewOnly,36,Day produced energy,0,Wh,-,Produced energy of the current day.,float,R,-
sys,0.1.23,7242,2,ViewOnly,37,Previous day produced energy,0,Wh,-,Produced energy of the previous day.,float,R,-
sys,0.1.23,7244,4,ViewOnly,38,Resetable produced energy,0,Wh,-,Resetable produced energy.,float64,R/W,-
sys,0.1.23,7248,4,ViewOnly,39,Total produced energy,0,Wh,-,Total produced energy.,float64,R,-
,,,,,,,,,,,,,
sys,0.1.24,7500,1,Basic,0,Turn on,-,,-,Turns on solar(s).,signal,W,-
sys,0.1.24,7501,1,Basic,1,Turn off,-,,-,Turns off solar(s).,signal,W,-
sys,0.1.24,7502,1,ViewOnly,2,On off state,FALSE,,-,Indicates solar(s) on/off state.,bool,R,-
sys,0.1.24,7503,1,Expert,3,Enable depolarization,-,,-,Enables depolarization.,signal,W,-
sys,0.1.24,7504,1,Expert,4,Disable depolarization,-,,-,Disables depolarization.,signal,W,-
sys,0.1.24,7505,2,ViewOnly,5,Power,0,W,-,Power produced.,float,R,-
sys,0.1.24,7507,2,ViewOnly,8,Previous day energy,0,Wh,-,Energy produced for the previous day.,float,R,-
sys,0.1.24,7509,2,ViewOnly,9,Power limit,0,W,-,Solar(s) power limit.,uint,R,-
sys,0.1.24,7511,2,ViewOnly,10,Day energy,0,Wh,-,Energy produced for the current day.,float,R,-
sys,0.1.24,7515,4,ViewOnly,12,Resetable energy,0,Wh,-,Energy produced (can be reset).,float64,R/W,-
sys,0.1.24,7519,4,ViewOnly,13,Total energy,0,Wh,-,Total energy produced (whole life).,float64,R,-
,,,,,,,,,,,,,
sys,0.1.25,7800,2,ViewOnly,0,Number,0,,,,uint,R,
sys,0.1.25,7802,2,ViewOnly,1,Status,AtleastOneSolarDisabled,,,,bitfield,R,
,,,,,,,,,,,,,
sys,0.1.26,8100,1,Basic,0,Clear errors,-,,-,"Clear all errors for this installation. Note that battery charging recovery mode will be enabled if ""Charging recovery mode"" (id 90) was ""Disabled and activatable"" (value 1) before sending this signal.",signal,W,-
sys,0.1.26,8101,1,Basic,1,Turn on,-,,-,Turns on all converters.,signal,W,-
sys,0.1.26,8102,1,Basic,2,Turn off,-,,-,Turns off all converters.,signal,W,-
sys,0.1.26,8103,1,ViewOnly,3,On off state,FALSE,,-,Indicates all converters on/off state.,bool,R,-
sys,0.1.26,8104,2,ViewOnly,4,Source power,0,W,-,Power of the currently used AC source (AcSource or AcFlex used as FlexSource).,float,R,-
sys,0.1.26,8106,2,ViewOnly,6,Loads+FlexLoads total power,0,W,-,AC Loads and FlexLoads total power (consumed - produced).,float,R,-
sys,0.1.26,8108,2,ViewOnly,8,Loads+FlexLoads appar. power,0,VA,-,AC Loads and FlexLoads apparent power.,float,R,-
sys,0.1.26,8110,2,ViewOnly,10,Warning(s),None,,-,Bitfield containing the warning(s).,bitfield,R,0
sys,0.1.26,8112,2,ViewOnly,11,Error(s) restarting,None,,-,Bitfield containing the error(s) restarting.,bitfield,R,0
sys,0.1.26,8114,2,ViewOnly,12,Source day consumed energy,0,Wh,-,Day consumed energy of all AC sources (AcSource and AcFlex used as FlexSource).,float,R,-
sys,0.1.26,8116,2,ViewOnly,13,Source day produced energy,0,Wh,-,Day produced energy of all AC sources (AcSource and AcFlex used as FlexSource).,float,R,-
sys,0.1.26,8118,2,ViewOnly,14,Error(s) halted,None,,-,Bitfield containing the error(s) halted.,bitfield,R,0
sys,0.1.26,8120,2,ViewOnly,15,Error(s) restarting or halted,None,,-,Bitfield containing the error(s) (restarting or halted).,bitfield,R,0
sys,0.1.26,8122,2,Expert,16,CEI for emergency stop,0,,"[0,10]",Index of the command entry interface used for emergency stop. (0 value disable remote operation).,int,R/W,-
sys,0.1.26,8124,2,ViewOnly,17,Number of ACSources,0,,-,"Number of AC sources used in the installation. How much and which used phases is shown in ""Phase existance"" (id 126)",int,R,-
sys,0.1.26,8126,2,ViewOnly,18,Loads+FlexLoads day total ener.,0,Wh,-,AC Loads and FlexLoads day total energy (consumed produced).,float,R,-
sys,0.1.26,8128,2,ViewOnly,19,Number of ACFlexLoads,0,,-,"Number of AC FlexLoads used in the installation. How much and which used phases is shown in ""Phase existance"" (id 0)",int,R,-
sys,0.1.26,8130,2,ViewOnly,20,Status,NoWarningsOrErrors,,-,Enum containing the status.,enum,R,1
sys,0.1.26,8132,2,ViewOnly,21,Loads+FlexLoads consum. power,0,W,-,AC Loads and FlexLoads consumed power.,float,R,-
sys,0.1.26,8134,2,ViewOnly,22,Loads+FlexLoads produc. power,0,W,-,AC Loads and FlexLoads produced power.,float,R,-
sys,0.1.26,8136,2,ViewOnly,25,Loads+FlexLoads day cons. ener.,0,Wh,-,AC Loads and FlexLoads day consumed energy.,float,R,-
sys,0.1.26,8138,2,ViewOnly,26,Loads+FlexLoads ener. day prod.,0,Wh,,,float,R,
,,,,,,,,,,,,,
sys,0.1.27,8400,2,ViewOnly,0,Charging power,0,W,-,Charging power measured.,float,R,-
sys,0.1.27,8402,2,ViewOnly,4,Day charging energy,0,Wh,-,Day charging energy measured.,float,R,-
sys,0.1.27,8404,2,ViewOnly,5,Previous day charging energy,0,Wh,-,Previous day charging energy measured.,float,R,-
sys,0.1.27,8406,4,ViewOnly,6,Resetable charging energy,0,Wh,-,Resetable charging energy measured.,float64,R/W,-
sys,0.1.27,8410,4,ViewOnly,7,Total charging energy,0,Wh,-,Total charging energy measured.,float64,R,-
sys,0.1.27,8414,2,ViewOnly,8,Day discharging energy,0,Wh,-,Day discharging energy measured.,float,R,-
sys,0.1.27,8416,2,ViewOnly,9,Previous day discharging energy,0,Wh,-,Previous day discharging energy measured.,float,R,-
sys,0.1.27,8418,4,ViewOnly,10,Resetable discharging energy,0,Wh,-,Resetable discharging energy measured.,float64,R/W,-
sys,0.1.27,8422,4,ViewOnly,11,Total discharging energy,0,Wh,-,Total discharging energy measured.,float64,R,-
sys,0.1.27,8426,2,ViewOnly,12,State of Charge,0,%,-,State of charge measured.,float,R,-
,,,,,,,,,,,,,
sys,0.1.28,8700,2,ViewOnly,0,Number,0,,,,uint,R,
sys,0.1.28,8702,2,ViewOnly,1,Status,AtleastOneSolarDisabled,,,,bitfield,R,
